City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,punta arenas,-53.15,-70.9167,-0.77,83,7,3.09,CL,1690149145
284,khandyga,62.6667,135.6,19.62,75,13,1.19,RU,1690149318
285,shahin dezh,36.6793,46.5669,24.82,37,13,2.31,IR,1690149319
286,dongola,19.1667,30.4833,33.09,12,96,3.07,SD,1690149319
287,lihue,21.9789,-159.3672,28.77,75,100,7.72,US,1690149320
288,klyuchi,52.2667,79.1667,19.22,67,96,2.71,RU,1690149299
289,martapura,-3.4167,114.85,23.05,94,61,0.0,ID,1690149320
290,kone,-21.0595,164.8658,20.71,48,2,1.54,NC,1690149321
291,vredendal,-31.6683,18.5012,9.11,79,3,2.63,ZA,1690149321
292,new norfolk,-42.7826,147.0587,11.51,87,96,2.05,AU,1690149312
293,alofi,-19.0595,-169.9187,24.94,65,68,6.69,NU,1690149322
294,uturoa,-16.7333,-151.4333,25.71,75,35,5.6,PF,1690149317
295,burgersdorp,-30.9977,26.3286,5.74,26,72,1.61,ZA,1690149322
296,vila franca do campo,37.7167,-25.4333,22.23,82,42,3.56,PT,1690149323
297,codrington,-38.2667,141.9667,11.22,84,100,3.01,AU,1690149323
298,san pedro pochutla,15.7333,-96.4667,22.84,62,97,2.22,MX,1690149324
299,manzanillo,20.3433,-77.1167,32.85,54,6,1.35,CU,1690148736
300,vorgashor,67.5833,63.95,14.52,97,100,2.93,RU,1690149170
301,askoy,60.4092,5.226,15.42,50,40,3.09,NO,1690149325
302,hadibu,12.65,54.0333,24.72,82,100,10.94,YE,1690150914
303,tsengel,49.4783,100.8894,10.58,78,14,2.56,MN,1690151057
304,ceyrat,45.7318,3.0633,22.35,60,0,2.57,FR,1690151058
305,machico,32.7,-16.7667,22.62,80,40,2.57,PT,1690151058
306,betio village,1.358,172.9211,31.02,74,100,5.26,KI,1690151058
307,karasburg,-28.0167,18.75,9.21,24,100,2.98,NA,1690151058
308,tynda,55.1667,124.7167,17.63,76,100,1.07,RU,1690151059
309,timimoun,29.2639,0.231,40.21,13,63,2.06,DZ,1690151059
310,i-n-salah,27.1935,2.4607,38.49,11,24,4.4,DZ,1690150909
311,liberal,37.0431,-100.921,34.58,19,1,2.24,US,1690151060
312,podporozh'ye,60.9112,34.1706,11.95,90,77,2.66,RU,1690151060
313,trinidad,-14.8333,-64.9,30.99,51,20,0.0,BO,1690151060
314,petropavlovsk-kamchatsky,53.0452,158.6483,19.33,68,40,6.0,RU,1690151060
315,tamanrasset,22.785,5.5228,33.95,8,0,3.09,DZ,1690151061
316,swakopmund,-22.6833,14.5333,8.47,81,7,1.42,NA,1690151061
317,maniago,46.1706,12.7078,21.79,92,10,1.68,IT,1690151061
318,susuman,62.7833,148.1667,13.63,63,53,2.3,RU,1690150949
319,kimovsk,53.9716,38.5319,12.92,93,70,3.02,RU,1690151062
320,kununurra,-15.7667,128.7333,15.99,33,80,5.66,AU,1690151062
321,bodo,67.28,14.405,13.76,91,75,1.03,NO,1690150896
322,howard springs,-12.497,131.047,16.01,28,37,5.75,AU,1690151062
323,san jose,37.3394,-121.895,36.6,40,40,5.66,US,1690151017
324,ibarreta,-25.2144,-59.8585,28.17,34,64,1.2,AR,1690151063
325,hithadhoo,-0.6,73.0833,28.13,76,86,4.58,MV,1690150893
326,morehead city,34.7229,-76.726,30.01,74,20,5.14,US,1690150814
327,selfoss,63.9331,-20.9971,12.8,76,100,2.51,IS,1690150923
328,pacific grove,36.6177,-121.9166,24.89,83,0,4.47,US,1690151064
329,haiku-pauwela,20.9219,-156.3051,29.01,68,40,10.8,US,1690151064
330,dzhangala,49.2167,50.3333,25.62,38,93,5.52,KZ,1690150965
331,bairnsdale,-37.8333,147.6167,7.25,95,85,2.49,AU,1690151065
332,chateau-du-loir,47.6949,0.4185,19.39,76,100,3.96,FR,1690151065
333,black river,18.0264,-77.8487,30.89,61,12,5.84,JM,1690151065
334,port macquarie,-31.4333,152.9167,11.05,76,86,5.09,AU,1690151065
335,agadez,19.75,10.25,34.29,15,45,3.46,NE,1690151066
336,wenchang,30.904,118.4887,24.65,94,0,1.88,CN,1690151066
337,balkh,36.75,67.0,32.54,15,40,5.0,AF,1690151066
338,calama,-22.4667,-68.9333,22.27,7,0,6.69,CL,1690151046
339,aoulef,26.9667,1.0833,39.45,15,40,2.97,DZ,1690151067
340,galesong,-5.3166,119.3661,21.01,75,7,2.34,ID,1690150909
341,remire-montjoly,4.9167,-52.2667,26.02,94,40,1.03,GF,1690151067
342,guaratinga,-16.5667,-39.5667,19.01,97,20,1.38,BR,1690151068
343,plastun,44.7561,136.2939,19.45,100,100,0.41,RU,1690151068
344,bol,13.4586,14.7147,26.23,79,96,4.28,TD,1690151070
345,butare,-2.5967,29.7394,14.85,60,71,1.58,RW,1690151070
346,aibak,36.2647,68.0155,26.1,24,68,2.04,AF,1690151070
347,pandan,14.0453,124.1694,27.28,88,100,11.83,PH,1690150928
348,vilyuchinsk,52.9306,158.4028,20.15,79,68,5.6,RU,1690151071
349,shanghai,31.2222,121.4581,28.85,88,40,3.13,CN,1690151072
350,sulak,43.2734,47.5146,25.61,64,98,1.33,RU,1690151072
351,cheney,47.4874,-117.5758,35.55,19,20,2.57,US,1690150922
352,eyl,7.9803,49.8164,26.19,65,75,12.22,SO,1690150904
353,duba-yurt,43.0372,45.7319,21.54,80,40,2.49,RU,1690151073
354,chernyshevskiy,63.0128,112.4714,19.9,66,11,1.41,RU,1690150926
355,marietta,33.9526,-84.5499,32.82,48,0,3.6,US,1690150792
356,vorkuta,67.5,64.0,14.56,97,100,3.14,RU,1690151074
357,krasnovishersk,60.4078,57.082,11.76,93,57,1.03,RU,1690151074
358,itoman,26.1247,127.6694,29.43,84,40,5.14,JP,1690151075
359,labytnangi,66.6572,66.4183,14.67,92,71,2.57,RU,1690150916
360,kingston,17.997,-76.7936,34.58,60,20,10.8,JM,1690150823
361,vilyuysk,63.7553,121.6247,21.53,66,15,2.57,RU,1690151075
362,independence,39.0911,-94.4155,35.02,45,20,6.17,US,1690151076
363,east london,-33.0153,27.9116,14.48,70,100,7.45,ZA,1690151076
364,lorengau,-2.0226,147.2712,27.39,79,96,2.8,PG,1690151076
365,maitum,6.0392,124.4986,25.24,85,100,1.28,PH,1690151077
366,entebbe,0.0644,32.4469,21.18,94,20,2.06,UG,1690151077
367,bugene,-1.5911,31.1403,16.58,52,37,1.18,TZ,1690151077
368,mek'ele,13.4967,39.4753,17.18,83,29,2.57,ET,1690151078
369,afif,23.9065,42.9172,29.81,11,47,3.96,SA,1690151079
370,nizhniy odes,63.6445,54.856,11.74,96,7,2.17,RU,1690150970
371,palopo,-2.9996,120.1921,23.53,84,100,1.38,ID,1690151080
372,puerto ayora,-0.7393,-90.3518,28.98,77,45,5.42,EC,1690150953
373,barakani,-12.1356,44.4317,24.3,73,26,4.26,KM,1690151080
374,marquelia,16.5833,-98.8167,31.84,61,34,4.15,MX,1690151081
375,mata-utu,-13.2816,-176.1745,27.17,71,45,7.9,WF,1690151081
376,serdar,38.9764,56.2757,31.47,19,0,4.43,TM,1690151083
377,ocean shores,46.9737,-124.1563,24.1,77,0,7.2,US,1690151083
378,tanjung pandan,-2.75,107.65,24.27,87,26,2.53,ID,1690151083
379,iskateley,67.6803,53.1512,14.96,94,100,3.04,RU,1690150876
380,cozumel,20.5083,-86.9458,32.19,72,40,4.02,MX,1690151084
381,port-la-nouvelle,43.0167,3.05,25.24,90,52,4.34,FR,1690151085
382,ruidoso,33.3317,-105.673,31.46,18,20,3.6,US,1690151086
383,saipan,15.1355,145.701,29.25,100,100,5.14,MP,1690150919
384,weno,7.4515,151.8468,27.6,82,100,7.55,FM,1690151087
385,usinsk,65.9939,57.5281,16.11,69,100,4.15,RU,1690151087
386,orange walk,17.8333,-88.8333,32.06,51,30,4.21,BZ,1690151088
387,ar ruseris,11.8659,34.3869,24.83,77,100,3.6,SD,1690151088
388,paramonga,-10.6667,-77.8333,20.97,74,4,4.92,PE,1690151088
389,fort bragg,35.139,-79.006,31.22,58,20,3.09,US,1690151014
390,raduzhnyy,62.0961,77.475,17.68,62,100,1.38,RU,1690150874
391,namtsy,62.7161,129.6658,21.9,58,91,1.88,RU,1690151089
392,xinzhou,38.4092,112.7333,20.88,54,63,0.18,CN,1690151089
393,greenville,35.6127,-77.3663,30.97,60,75,3.09,US,1690150855
394,faya-largeau,17.9257,19.1043,34.01,16,36,1.05,TD,1690151090
395,ghadamis,30.1337,9.5007,34.51,9,0,5.71,LY,1690151090
396,kruisfontein,-34.0033,24.7314,10.65,75,56,7.13,ZA,1690151091
397,muana,-1.5283,-49.2167,28.2,65,83,2.17,BR,1690151091
398,sechura,-5.5569,-80.8222,26.17,60,3,8.28,PE,1690151092
399,kangding,30.0513,101.9603,16.23,99,100,0.07,CN,1690151093
400,digras,20.1167,77.7167,24.36,90,56,4.5,IN,1690151093
401,kailua-kona,19.6406,-155.9956,29.72,81,40,5.14,US,1690151093
402,saint-philippe,-21.3585,55.7679,19.77,84,46,5.07,RE,1690151094
403,zaysan,47.4667,84.8667,19.36,31,24,3.48,KZ,1690151094
404,lebu,-37.6167,-73.65,9.01,84,83,1.94,CL,1690151094
405,idabel,33.8957,-94.8263,31.97,48,0,1.54,US,1690151095
406,penonome,8.5167,-80.3667,29.49,78,100,4.47,PA,1690151095
407,fortuna,40.5982,-124.1573,22.74,67,20,7.72,US,1690150556
408,bechar,31.6167,-2.2167,35.18,8,0,1.54,DZ,1690151095
409,virginia beach,36.8529,-75.978,29.47,68,20,5.66,US,1690150927
410,lethem,3.3803,-59.7968,26.7,83,63,2.48,GY,1690151096
411,mossel bay,-34.1831,22.146,8.96,83,24,5.44,ZA,1690151096
412,souillac,-20.5167,57.5167,21.21,88,40,5.14,MU,1690151097
413,al bawiti,28.3492,28.8659,30.64,30,0,4.71,EG,1690151097
414,maxixe,-23.8597,35.3472,18.1,87,5,3.78,MZ,1690151097
415,tofol,5.3248,163.0078,26.88,89,100,1.54,FM,1690150886
416,rantauprapat,2.1,99.8333,23.67,85,100,0.65,ID,1690151098
417,sidi bennour,32.6524,-8.4277,20.33,82,8,3.8,MA,1690151098
418,lautoka,-17.6167,177.4667,24.92,69,75,1.54,FJ,1690151098
419,sungai raya,0.7,108.9,25.57,89,83,2.66,ID,1690151099
420,escarcega,18.6089,-90.7454,36.69,33,100,0.63,MX,1690151099
421,rongelap,11.1635,166.8941,28.68,70,26,7.98,MH,1690150919
422,fiambala,-27.6871,-67.6149,12.07,49,27,2.7,AR,1690151099
423,benjamin constant,-4.3831,-70.0311,28.07,63,79,0.27,BR,1690151100
424,sablayan,12.8346,120.769,25.97,84,100,1.52,PH,1690151100
425,henderson,36.0397,-114.9819,45.46,17,0,9.77,US,1690150964
426,taber,49.8167,-112.1518,33.11,26,0,3.6,CA,1690151102
427,greymouth,-42.4667,171.2,10.31,80,88,3.79,NZ,1690150889
428,aykhal,66.0,111.5,19.73,64,94,4.85,RU,1690151107
429,blackwater,-23.5833,148.8833,9.27,100,100,6.34,AU,1690151107
430,fisterra,42.9049,-9.2629,18.19,87,58,3.27,ES,1690151107
431,weinan,34.5036,109.5089,26.09,66,100,1.35,CN,1690151108
432,mersing,2.4312,103.8405,23.95,100,20,2.57,MY,1690151108
433,parabel',58.6978,81.4825,16.96,77,100,2.44,RU,1690152032
434,northam,51.0333,-4.2167,15.9,92,99,2.77,GB,1690152032
435,karratha,-20.7377,116.8463,15.55,35,1,9.26,AU,1690152032
436,aleksandrovsk-sakhalinskiy,50.8975,142.1561,20.78,76,98,5.57,RU,1690152033
437,muisne,0.6,-80.0333,26.05,84,76,4.28,EC,1690152033
438,mayahi,13.9553,7.6712,26.55,66,100,4.62,NE,1690152033
439,happy valley-goose bay,53.3168,-60.3315,24.17,64,75,7.2,CA,1690151855
440,ola,59.5833,151.2833,17.86,76,93,0.45,RU,1690152034
441,taskopru,41.5098,34.2141,18.95,76,59,1.14,TR,1690152034
442,xiva,41.3783,60.3639,24.99,19,0,2.2,UZ,1690152034
443,walvis bay,-22.9575,14.5053,8.53,87,20,3.6,NA,1690152035
444,north bend,43.4065,-124.2243,25.69,72,0,5.66,US,1690152035
445,figuig (centre),32.1089,-1.2286,32.16,10,20,2.53,MA,1690152035
446,broome,42.2506,-75.833,28.21,57,75,3.09,US,1690152036
447,kudahuvadhoo,2.6708,72.8944,28.01,76,14,3.92,MV,1690152036
448,porto seguro,-16.4497,-39.0647,22.29,88,75,3.09,BR,1690152036
449,tomatlan,19.9333,-105.25,31.53,58,89,3.66,MX,1690152037
450,nogliki,51.8333,143.1667,19.55,81,91,4.33,RU,1690152037
451,paita,-5.0892,-81.1144,22.97,77,2,7.95,PE,1690152037
452,byron bay,-28.65,153.6167,13.73,70,100,6.37,AU,1690151871
453,inongo,-1.95,18.2667,22.5,67,21,2.19,CD,1690152038
454,manado,1.487,124.8455,25.43,78,20,1.54,ID,1690152038
455,alesund,62.4723,6.1549,14.07,89,11,7.2,NO,1690152039
456,colonia,50.9333,6.95,19.93,86,0,2.57,DE,1690151814
457,auki,-8.7676,160.7034,24.43,92,100,1.52,SB,1690152040
458,hobyo,5.3505,48.5268,24.85,82,48,11.59,SO,1690152041
459,isiro,2.7739,27.616,20.04,87,6,0.88,CD,1690151951
460,beaufort west,-32.3567,22.583,7.76,80,64,1.53,ZA,1690152042
461,blagodarnyy,45.0978,43.4364,22.52,72,80,3.31,RU,1690152042
462,vyazemskiy,47.5378,134.7525,20.97,96,100,2.22,RU,1690152043
463,el granada,37.5027,-122.4694,33.78,69,0,8.23,US,1690152043
464,oranjemund,-28.55,16.4333,11.69,92,96,5.15,NA,1690151851
465,alice springs,-23.7,133.8833,2.75,87,40,4.12,AU,1690152044
466,mitu,1.1983,-70.1733,22.83,98,66,0.27,CO,1690152044
467,mopti,14.6667,-4.0,33.78,39,36,2.31,ML,1690152045
468,artigas,-30.4,-56.4667,16.54,59,100,7.76,UY,1690151890
469,daura,11.5538,11.4085,24.27,76,100,2.16,NG,1690152045
470,camana,-16.6228,-72.7111,17.24,83,21,2.13,PE,1690151814
471,xining,36.6167,101.7667,13.12,79,70,0.91,CN,1690151815
472,broken hill,-31.95,141.4333,6.37,72,0,6.33,AU,1690152046
473,nadi,-17.8,177.4167,25.0,69,75,1.54,FJ,1690152046
474,chadron,42.8294,-102.9999,37.86,21,0,4.63,US,1690152047
475,sijunjung,-0.6876,100.9537,21.91,91,100,0.87,ID,1690152047
476,bozeman,45.6796,-111.0386,34.27,28,0,1.54,US,1690151838
477,katsuren-haebaru,26.3369,127.8719,29.43,80,20,5.14,JP,1690152048
478,marat,25.0701,45.4615,31.83,10,80,3.13,SA,1690152048
479,vinton,37.281,-79.897,26.92,84,75,4.12,US,1690151981
480,ilembula,-8.9,34.5833,13.89,86,12,4.06,TZ,1690152049
481,sitka,57.0531,-135.33,13.94,88,100,3.09,US,1690152050
482,rouissat,31.9243,5.3502,36.04,9,0,2.06,DZ,1690152050
483,rostovka,55.3842,71.8891,13.6,96,37,2.75,RU,1690152051
484,cannonvale,-20.2833,148.7,14.66,92,97,6.26,AU,1690152053
485,el tocuyo,9.7873,-69.7937,25.76,72,97,3.49,VE,1690152053
486,alekseyevka,50.6309,38.6903,14.53,94,34,2.81,RU,1690152054
487,borogontsy,62.6683,131.1683,22.79,58,88,1.03,RU,1690152054
488,tacana,15.2333,-92.0833,14.23,94,99,0.75,GT,1690152055
489,kismayo,-0.3582,42.5454,24.78,83,72,7.62,SO,1690152055
490,mejit,10.2753,170.8646,28.3,80,17,9.04,MH,1690152056
491,cuatro cienegas de carranza,26.9833,-102.0833,36.72,21,2,9.28,MX,1690152056
492,newman,37.3138,-121.0208,43.19,7,99,5.6,US,1690152056
493,cascais,38.6979,-9.4215,20.64,81,17,11.18,PT,1690152057
494,bontang,0.1333,117.5,24.55,92,90,3.75,ID,1690151877
495,amahai,-3.3333,128.9167,28.94,84,77,4.8,ID,1690152057
496,al fuwayliq,26.4432,43.2534,31.12,10,52,4.93,SA,1690152058
497,katima mulilo,-17.5,24.2667,14.75,48,0,2.18,NA,1690152058
498,middelkerke,51.1558,2.8418,17.47,92,20,5.14,BE,1690152059
499,preobrazheniye,42.9019,133.9064,20.49,100,100,1.49,RU,1690152059
500,mandan,46.8267,-100.8896,33.54,43,0,3.13,US,1690152059
501,cidade velha,14.9167,-23.6167,27.26,69,75,4.63,CV,1690152059
502,el abiodh sidi cheikh,32.893,0.5484,30.46,11,52,3.93,DZ,1690152060
503,la'ie,21.6477,-157.9253,30.98,72,9,6.18,US,1690152060
504,bonthe,7.5264,-12.505,25.32,86,100,3.73,SL,1690152061
505,rocha,-34.4833,-54.3333,9.41,88,98,2.89,UY,1690151966
506,flekkefjord,58.2971,6.6607,14.97,78,99,1.78,NO,1690152062
507,dryden,49.7833,-92.7503,22.16,43,0,1.03,CA,1690152062
508,onega,63.9061,38.1404,9.18,98,100,2.06,RU,1690152062
509,ostersund,63.1792,14.6357,11.45,37,100,3.09,SE,1690152063
510,vicuna,-30.0319,-70.7081,21.54,46,89,0.86,CL,1690151986
511,kourou,5.1552,-52.6478,26.03,89,20,3.14,GF,1690152064
512,taro,-8.3862,115.28,21.03,92,89,0.52,ID,1690152064
513,zharkent,44.1628,80.0,21.4,35,0,1.83,KZ,1690152064
514,formosa do rio preto,-11.0483,-45.1931,22.49,45,4,1.55,BR,1690152065
515,pericos,25.05,-107.7,34.95,50,42,5.57,MX,1690152065
516,harstad,68.799,16.5293,14.89,99,39,0.58,NO,1690152065
517,ulladulla,-35.35,150.4667,11.31,74,19,1.4,AU,1690152066
518,worland,44.0169,-107.9554,37.0,18,0,2.06,US,1690152067
519,bollnas,61.3482,16.3946,11.05,94,21,1.39,SE,1690152067
520,poyang,28.9924,116.6675,26.12,86,60,2.11,CN,1690152067
521,ullal,12.8,74.85,24.53,94,100,2.57,IN,1690152068
522,whangarei,-35.7317,174.3239,14.17,74,10,3.29,NZ,1690152068
523,kindu,-2.95,25.95,25.73,41,47,1.35,CD,1690152068
524,kapuskasing,49.4169,-82.4331,20.05,77,75,2.57,CA,1690152069
525,skeldon,5.8833,-57.1333,24.77,87,24,2.07,GY,1690151831
526,bom jesus,-9.0744,-44.3586,24.07,42,0,1.96,BR,1690152070
527,cole harbour,44.6724,-63.4751,25.66,93,43,2.57,CA,1690151783
528,yuzhno-kurilsk,44.0306,145.8556,16.49,96,99,1.17,RU,1690151844
529,palmer,42.1584,-72.3287,28.78,48,20,0.0,US,1690151994
530,palapye,-22.546,27.1251,14.7,34,13,1.18,BW,1690152072
531,akjoujt,19.6969,-14.4164,30.33,45,7,7.11,MR,1690152072
532,lydenburg,-25.0978,30.4597,10.83,58,82,0.72,ZA,1690152072
533,mahajanga,-15.7167,46.3167,22.01,83,20,1.03,MG,1690152042
534,tsetserleg,47.475,101.4542,11.5,78,17,2.3,MN,1690152073
535,khanty-mansiysk,61.0042,69.0019,17.84,100,20,0.0,RU,1690152073
536,dunedin,-45.8742,170.5036,9.33,97,100,1.34,NZ,1690152073
537,tuytepa,41.0321,69.3625,27.19,28,1,2.68,UZ,1690152074
538,lere,10.387,8.5726,20.31,95,100,0.94,NG,1690152074
539,mirpur sakro,24.5474,67.6277,28.33,80,100,0.73,PK,1690152074
540,boguchany,58.3814,97.4531,18.55,74,32,0.66,RU,1690152075
541,baud,20.8333,84.3167,25.38,95,43,1.79,IN,1690152075
542,danjiangkou,32.5428,111.5086,26.78,93,100,1.65,CN,1690152075
543,cortazar,20.4833,-100.9333,24.67,41,100,3.03,MX,1690152076
544,rawlins,41.7911,-107.2387,28.94,18,0,2.06,US,1690151821
545,lhasa,29.65,91.1,13.2,79,100,1.42,CN,1690152077
546,prince rupert,54.3161,-130.3201,15.83,80,100,1.54,CA,1690152069
547,diego de almagro,-26.3667,-70.05,15.63,54,81,1.37,CL,1690152035
548,lewistown,40.5992,-77.5714,29.41,57,0,0.0,US,1690152078
549,nizhnesortymskiy,62.4397,71.7603,17.35,69,67,2.25,RU,1690152078
550,trstena,49.361,19.6125,18.86,77,59,2.35,SK,1690152078
551,taltal,-25.4,-70.4833,16.56,81,71,2.05,CL,1690152020
552,antsiranana,-12.2787,49.2917,22.19,73,3,5.07,MG,1690151788
553,bu'aale,1.0833,42.5833,22.26,91,69,2.47,SO,1690152079
554,blenheim,-41.516,173.9528,10.29,94,100,2.01,NZ,1690152079
555,ust'-kulom,61.6864,53.6902,12.04,89,91,2.11,RU,1690152080
556,yur'yevets,57.3201,43.1041,13.77,93,100,5.16,RU,1690152080
557,chas,23.6333,86.1667,25.75,90,61,2.4,IN,1690152081
558,kassala,15.451,36.4,29.61,57,35,7.22,SD,1690152081
559,demyansk,57.643,32.466,11.92,97,100,1.89,RU,1690152081
560,shadegan,30.6497,48.6647,36.97,9,5,4.83,IR,1690152081
561,nagqu,31.5,92.0,4.15,94,100,1.94,CN,1690152082
562,bikenibeu village,1.3673,173.1241,30.98,70,40,3.6,KI,1690152082
563,mareeba,-17.0,145.4333,16.38,58,7,1.24,AU,1690152082
564,maragogi,-9.0122,-35.2225,23.46,82,26,5.02,BR,1690152083
565,kardla,58.9978,22.7492,12.23,82,0,2.29,EE,1690152083
566,oodweyne,9.4092,45.064,23.26,57,100,9.72,SO,1690152083
567,marsa alam,25.0757,34.8918,31.84,42,16,0.38,EG,1690151801
